"","year","period","value_earnings","industry_text"
"3180",2017,"12",20326,"Goods-producing"
"3181",2018,"01",20371,"Goods-producing"
"3182",2018,"02",20494,"Goods-producing"
"3183",2018,"03",20530,"Goods-producing"
"3184",2018,"04",20577,"Goods-producing"
"3185",2018,"05",20648,"Goods-producing"
"3186",2018,"06",20698,"Goods-producing"
"3187",2018,"07",20739,"Goods-producing"
"3188",2018,"08",20791,"Goods-producing"
"3189",2018,"09",20834,"Goods-producing"
"3190",2018,"10",20884,"Goods-producing"
"3191",2018,"11",20897,"Goods-producing"
"3192",2018,"12",20948,"Goods-producing"
"3193",2019,"01",21023,"Goods-producing"
"3194",2019,"02",20994,"Goods-producing"
"3195",2019,"03",21011,"Goods-producing"
"3196",2019,"04",21039,"Goods-producing"
"3197",2019,"05",21050,"Goods-producing"
"3198",2019,"06",21076,"Goods-producing"
"3199",2019,"07",21085,"Goods-producing"
"3200",2019,"08",21087,"Goods-producing"
"3201",2019,"09",21106,"Goods-producing"
"3202",2019,"10",21086,"Goods-producing"
"3203",2019,"11",21131,"Goods-producing"
"3204",2019,"12",21136,"Goods-producing"
"3205",2020,"01",21149,"Goods-producing"
"3206",2020,"02",21205,"Goods-producing"
"3207",2020,"03",21086,"Goods-producing"
"3208",2020,"04",18698,"Goods-producing"
"3209",2020,"05",19374,"Goods-producing"
"3210",2020,"06",19889,"Goods-producing"
"3211",2020,"07",19928,"Goods-producing"
"3212",2000,"01",16468,"Professional and business services"
"3213",2000,"02",16504,"Professional and business services"
"3214",2000,"03",16578,"Professional and business services"
"3215",2000,"04",16661,"Professional and business services"
"3216",2000,"05",16627,"Professional and business services"
"3217",2000,"06",16696,"Professional and business services"
"3218",2000,"07",16741,"Professional and business services"
"3219",2000,"08",16772,"Professional and business services"
"3220",2000,"09",16834,"Professional and business services"
"3221",2000,"10",16847,"Professional and business services"
"3222",2000,"11",16886,"Professional and business services"
"3223",2000,"12",16869,"Professional and business services"
"3224",2001,"01",16876,"Professional and business services"
"3225",2001,"02",16851,"Professional and business services"
"3226",2001,"03",16802,"Professional and business services"
"3227",2001,"04",16675,"Professional and business services"
"3228",2001,"05",16632,"Professional and business services"
"3229",2001,"06",16566,"Professional and business services"
"3230",2001,"07",16512,"Professional and business services"
"3231",2001,"08",16449,"Professional and business services"
"3232",2001,"09",16362,"Professional and business services"
"3233",2001,"10",16261,"Professional and business services"
"3234",2001,"11",16133,"Professional and business services"
"3235",2001,"12",16107,"Professional and business services"
"3236",2002,"01",16072,"Professional and business services"
"3237",2002,"02",16042,"Professional and business services"
"3238",2002,"03",16057,"Professional and business services"
"3239",2002,"04",16058,"Professional and business services"
"3240",2002,"05",16067,"Professional and business services"
"3241",2002,"06",16058,"Professional and business services"
"3242",2002,"07",15984,"Professional and business services"
"3243",2002,"08",16012,"Professional and business services"
"3244",2002,"09",15988,"Professional and business services"
"3245",2002,"10",16007,"Professional and business services"
"3246",2002,"11",15964,"Professional and business services"
"3247",2002,"12",15900,"Professional and business services"
"3248",2003,"01",15967,"Professional and business services"
"3249",2003,"02",15994,"Professional and business services"
"3250",2003,"03",15924,"Professional and business services"
"3251",2003,"04",15927,"Professional and business services"
"3252",2003,"05",15977,"Professional and business services"
"3253",2003,"06",15992,"Professional and business services"
"3254",2003,"07",16030,"Professional and business services"
"3255",2003,"08",16024,"Professional and business services"
"3256",2003,"09",16079,"Professional and business services"
"3257",2003,"10",16102,"Professional and business services"
"3258",2003,"11",16139,"Professional and business services"
"3259",2003,"12",16167,"Professional and business services"
"3260",2004,"01",16196,"Professional and business services"
"3261",2004,"02",16209,"Professional and business services"
"3262",2004,"03",16236,"Professional and business services"
"3263",2004,"04",16346,"Professional and business services"
"3264",2004,"05",16419,"Professional and business services"
"3265",2004,"06",16451,"Professional and business services"
"3266",2004,"07",16491,"Professional and business services"
"3267",2004,"08",16489,"Professional and business services"
"3268",2004,"09",16513,"Professional and business services"
"3269",2004,"10",16632,"Professional and business services"
"3270",2004,"11",16613,"Professional and business services"
"3271",2004,"12",16629,"Professional and business services"
"3272",2005,"01",16683,"Professional and business services"
"3273",2005,"02",16766,"Professional and business services"
"3274",2005,"03",16795,"Professional and business services"
"3275",2005,"04",16855,"Professional and business services"
"3276",2005,"05",16877,"Professional and business services"
"3277",2005,"06",16965,"Professional and business services"
"3278",2005,"07",17032,"Professional and business services"
"3279",2005,"08",17091,"Professional and business services"
"3280",2005,"09",17163,"Professional and business services"
"3281",2005,"10",17183,"Professional and business services"
"3282",2005,"11",17262,"Professional and business services"
"3283",2005,"12",17296,"Professional and business services"
"3284",2006,"01",17348,"Professional and business services"
"3285",2006,"02",17408,"Professional and business services"
"3286",2006,"03",17495,"Professional and business services"
"3287",2006,"04",17515,"Professional and business services"
"3288",2006,"05",17572,"Professional and business services"
"3289",2006,"06",17642,"Professional and business services"
"3290",2006,"07",17682,"Professional and business services"
"3291",2006,"08",17728,"Professional and business services"
"3292",2006,"09",17718,"Professional and business services"
"3293",2006,"10",17722,"Professional and business services"
"3294",2006,"11",17790,"Professional and business services"
"3295",2006,"12",17823,"Professional and business services"
"3296",2007,"01",17887,"Professional and business services"
"3297",2007,"02",17918,"Professional and business services"
"3298",2007,"03",17949,"Professional and business services"
"3299",2007,"04",17966,"Professional and business services"
"3300",2007,"05",17999,"Professional and business services"
"3301",2007,"06",18011,"Professional and business services"
"3302",2007,"07",18015,"Professional and business services"
"3303",2007,"08",18025,"Professional and business services"
"3304",2007,"09",18022,"Professional and business services"
"3305",2007,"10",18058,"Professional and business services"
"3306",2007,"11",18059,"Professional and business services"
"3307",2007,"12",18104,"Professional and business services"
"3308",2008,"01",18094,"Professional and business services"
"3309",2008,"02",18046,"Professional and business services"
"3310",2008,"03",18005,"Professional and business services"
"3311",2008,"04",17996,"Professional and business services"
"3312",2008,"05",17936,"Professional and business services"
"3313",2008,"06",17896,"Professional and business services"
"3314",2008,"07",17835,"Professional and business services"
"3315",2008,"08",17771,"Professional and business services"
"3316",2008,"09",17700,"Professional and business services"
"3317",2008,"10",17590,"Professional and business services"
"3318",2008,"11",17420,"Professional and business services"
"3319",2008,"12",17287,"Professional and business services"
"3320",2009,"01",17132,"Professional and business services"
"3321",2009,"02",16936,"Professional and business services"
"3322",2009,"03",16787,"Professional and business services"
"3323",2009,"04",16652,"Professional and business services"
"3324",2009,"05",16602,"Professional and business services"
"3325",2009,"06",16497,"Professional and business services"
"3326",2009,"07",16474,"Professional and business services"
"3327",2009,"08",16465,"Professional and business services"
"3328",2009,"09",16469,"Professional and business services"
"3329",2009,"10",16488,"Professional and business services"
"3330",2009,"11",16548,"Professional and business services"
"3331",2009,"12",16551,"Professional and business services"
"3332",2010,"01",16572,"Professional and business services"
"3333",2010,"02",16591,"Professional and business services"
"3334",2010,"03",16574,"Professional and business services"
"3335",2010,"04",16666,"Professional and business services"
"3336",2010,"05",16702,"Professional and business services"
"3337",2010,"06",16764,"Professional and business services"
"3338",2010,"07",16773,"Professional and business services"
"3339",2010,"08",16833,"Professional and business services"
"3340",2010,"09",16850,"Professional and business services"
"3341",2010,"10",16917,"Professional and business services"
"3342",2010,"11",17011,"Professional and business services"
"3343",2010,"12",17080,"Professional and business services"
"3344",2011,"01",17091,"Professional and business services"
"3345",2011,"02",17170,"Professional and business services"
"3346",2011,"03",17235,"Professional and business services"
"3347",2011,"04",17297,"Professional and business services"
"3348",2011,"05",17348,"Professional and business services"
"3349",2011,"06",17363,"Professional and business services"
"3350",2011,"07",17371,"Professional and business services"
"3351",2011,"08",17446,"Professional and business services"
"3352",2011,"09",17510,"Professional and business services"
"3353",2011,"10",17556,"Professional and business services"
"3354",2011,"11",17591,"Professional and business services"
"3355",2011,"12",17658,"Professional and business services"
"3356",2012,"01",17745,"Professional and business services"
"3357",2012,"02",17816,"Professional and business services"
"3358",2012,"03",17848,"Professional and business services"
"3359",2012,"04",17897,"Professional and business services"
"3360",2012,"05",17922,"Professional and business services"
"3361",2012,"06",17977,"Professional and business services"
"3362",2012,"07",18020,"Professional and business services"
"3363",2012,"08",18052,"Professional and business services"
"3364",2012,"09",18066,"Professional and business services"
"3365",2012,"10",18139,"Professional and business services"
"3366",2012,"11",18193,"Professional and business services"
"3367",2012,"12",18230,"Professional and business services"
"3368",2013,"01",18273,"Professional and business services"
"3369",2013,"02",18367,"Professional and business services"
"3370",2013,"03",18421,"Professional and business services"
"3371",2013,"04",18483,"Professional and business services"
"3372",2013,"05",18537,"Professional and business services"
"3373",2013,"06",18582,"Professional and business services"
"3374",2013,"07",18629,"Professional and business services"
"3375",2013,"08",18655,"Professional and business services"
"3376",2013,"09",18683,"Professional and business services"
"3377",2013,"10",18732,"Professional and business services"
"3378",2013,"11",18801,"Professional and business services"
"3379",2013,"12",18790,"Professional and business services"
"3380",2014,"01",18837,"Professional and business services"
"3381",2014,"02",18899,"Professional and business services"
"3382",2014,"03",18944,"Professional and business services"
"3383",2014,"04",19002,"Professional and business services"
"3384",2014,"05",19044,"Professional and business services"
"3385",2014,"06",19105,"Professional and business services"
"3386",2014,"07",19142,"Professional and business services"
"3387",2014,"08",19201,"Professional and business services"
"3388",2014,"09",19257,"Professional and business services"
"3389",2014,"10",19285,"Professional and business services"
"3390",2014,"11",19339,"Professional and business services"
"3391",2014,"12",19418,"Professional and business services"
"3392",2015,"01",19442,"Professional and business services"
"3393",2015,"02",19487,"Professional and business services"
"3394",2015,"03",19513,"Professional and business services"
"3395",2015,"04",19557,"Professional and business services"
"3396",2015,"05",19638,"Professional and business services"
"3397",2015,"06",19689,"Professional and business services"
"3398",2015,"07",19726,"Professional and business services"
"3399",2015,"08",19755,"Professional and business services"
"3400",2015,"09",19778,"Professional and business services"
"3401",2015,"10",19851,"Professional and business services"
"3402",2015,"11",19885,"Professional and business services"
"3403",2015,"12",19955,"Professional and business services"
"3404",2016,"01",19953,"Professional and business services"
"3405",2016,"02",19968,"Professional and business services"
"3406",2016,"03",19998,"Professional and business services"
"3407",2016,"04",20030,"Professional and business services"
"3408",2016,"05",20038,"Professional and business services"
"3409",2016,"06",20081,"Professional and business services"
"3410",2016,"07",20125,"Professional and business services"
"3411",2016,"08",20131,"Professional and business services"
"3412",2016,"09",20198,"Professional and business services"
"3413",2016,"10",20216,"Professional and business services"
"3414",2016,"11",20253,"Professional and business services"
"3415",2016,"12",20288,"Professional and business services"
"3416",2017,"01",20338,"Professional and business services"
"3417",2017,"02",20347,"Professional and business services"
"3418",2017,"03",20376,"Professional and business services"
"3419",2017,"04",20406,"Professional and business services"
"3420",2017,"05",20463,"Professional and business services"
"3421",2017,"06",20498,"Professional and business services"
"3422",2017,"07",20540,"Professional and business services"
"3423",2017,"08",20568,"Professional and business services"
"3424",2017,"09",20571,"Professional and business services"
"3425",2017,"10",20619,"Professional and business services"
"3426",2017,"11",20649,"Professional and business services"
"3427",2017,"12",20683,"Professional and business services"
"3428",2018,"01",20738,"Professional and business services"
"3429",2018,"02",20781,"Professional and business services"
"3430",2018,"03",20823,"Professional and business services"
"3431",2018,"04",20868,"Professional and business services"
"3432",2018,"05",20914,"Professional and business services"
"3433",2018,"06",20948,"Professional and business services"
"3434",2018,"07",20968,"Professional and business services"
"3435",2018,"08",21009,"Professional and business services"
"3436",2018,"09",21042,"Professional and business services"
"3437",2018,"10",21079,"Professional and business services"
"3438",2018,"11",21102,"Professional and business services"
"3439",2018,"12",21128,"Professional and business services"
"3440",2019,"01",21126,"Professional and business services"
"3441",2019,"02",21164,"Professional and business services"
"3442",2019,"03",21176,"Professional and business services"
"3443",2019,"04",21226,"Professional and business services"
"3444",2019,"05",21253,"Professional and business services"
"3445",2019,"06",21294,"Professional and business services"
"3446",2019,"07",21337,"Professional and business services"
"3447",2019,"08",21377,"Professional and business services"
"3448",2019,"09",21402,"Professional and business services"
"3449",2019,"10",21444,"Professional and business services"
"3450",2019,"11",21481,"Professional and business services"
"3451",2019,"12",21503,"Professional and business services"
"3452",2020,"01",21523,"Professional and business services"
"3453",2020,"02",21550,"Professional and business services"
"3454",2020,"03",21456,"Professional and business services"
"3455",2020,"04",19254,"Professional and business services"
"3456",2020,"05",19414,"Professional and business services"
