"","year","period","value_emp","sexs_code","industry_text"
"5411",2016,"03","         636",2,"Agriculture, forestry, fishing, and hunting"
"5412",2018,"07","         670",2,"Agriculture, forestry, fishing, and hunting"
"5413",2018,"08","         649",2,"Agriculture, forestry, fishing, and hunting"
"5414",2018,"09","         697",2,"Agriculture, forestry, fishing, and hunting"
"5415",2018,"10","         592",2,"Agriculture, forestry, fishing, and hunting"
"5416",2018,"11","         642",2,"Agriculture, forestry, fishing, and hunting"
"5417",2018,"12","         610",2,"Agriculture, forestry, fishing, and hunting"
"5418",2019,"01","         634",2,"Agriculture, forestry, fishing, and hunting"
"5419",2019,"02","         694",2,"Agriculture, forestry, fishing, and hunting"
"5420",2019,"03","         591",2,"Agriculture, forestry, fishing, and hunting"
"5421",2016,"04","         613",2,"Agriculture, forestry, fishing, and hunting"
"5422",2019,"04","         588",2,"Agriculture, forestry, fishing, and hunting"
"5423",2019,"05","         598",2,"Agriculture, forestry, fishing, and hunting"
"5424",2019,"06","         572",2,"Agriculture, forestry, fishing, and hunting"
"5425",2016,"08","         674",2,"Agriculture, forestry, fishing, and hunting"
"5426",2016,"05","         629",2,"Agriculture, forestry, fishing, and hunting"
"5427",2016,"06","         632",2,"Agriculture, forestry, fishing, and hunting"
"5428",2016,"07","         626",2,"Agriculture, forestry, fishing, and hunting"
"5429",2019,"10","         705",2,"Agriculture, forestry, fishing, and hunting"
"5430",2019,"12","         676",2,"Agriculture, forestry, fishing, and hunting"
"5431",2019,"08","         632",2,"Agriculture, forestry, fishing, and hunting"
"5432",2019,"09","         666",2,"Agriculture, forestry, fishing, and hunting"
"5433",2019,"07","         592",2,"Agriculture, forestry, fishing, and hunting"
"5434",2019,"11","         654",2,"Agriculture, forestry, fishing, and hunting"
"5435",2020,"04","       11911",0,"Educational services"
"5436",2003,"01","       11834",0,"Educational services"
"5437",2003,"02","       11919",0,"Educational services"
"5438",2003,"03","       11676",0,"Educational services"
"5439",2020,"05","       12422",0,"Educational services"
"5440",2020,"06","       13753",0,"Educational services"
"5441",2020,"07","       13584",0,"Educational services"
"5442",2003,"04","       11661",0,"Educational services"
"5443",2002,"12","       11646",0,"Educational services"
"5444",2000,"10","       11250",0,"Educational services"
"5445",2000,"11","       11427",0,"Educational services"
"5446",2000,"12","       11548",0,"Educational services"
"5447",2001,"01","       11581",0,"Educational services"
"5448",2003,"05","       11768",0,"Educational services"
"5449",2003,"06","       12034",0,"Educational services"
"5450",2013,"09","       12913",0,"Educational services"
"5451",2013,"10","       12804",0,"Educational services"
"5452",2000,"05","       11209",0,"Educational services"
"5453",2000,"06","       11127",0,"Educational services"
"5454",2000,"07","       11105",0,"Educational services"
"5455",2000,"08","       10942",0,"Educational services"
"5456",2000,"09","       11135",0,"Educational services"
"5457",2001,"11","       11498",0,"Educational services"
"5458",2001,"12","       11581",0,"Educational services"
"5459",2002,"01","       11509",0,"Educational services"
"5460",2002,"02","       11874",0,"Educational services"
"5461",2001,"02","       11571",0,"Educational services"
"5462",2001,"03","       11596",0,"Educational services"
"5463",2001,"04","       11283",0,"Educational services"
"5464",2001,"05","       11476",0,"Educational services"
"5465",2001,"06","       11389",0,"Educational services"
"5466",2001,"07","       11520",0,"Educational services"
"5467",2001,"08","       11766",0,"Educational services"
"5468",2001,"09","       11601",0,"Educational services"
"5469",2001,"10","       11547",0,"Educational services"
"5470",2016,"06","       13501",0,"Educational services"
"5471",2016,"07","       13731",0,"Educational services"
"5472",2016,"08","       13773",0,"Educational services"
"5473",2016,"09","       13877",0,"Educational services"
"5474",2016,"10","       13675",0,"Educational services"
"5475",2016,"11","       13587",0,"Educational services"
"5476",2016,"12","       13602",0,"Educational services"
"5477",2017,"01","       13506",0,"Educational services"
"5478",2017,"02","       13444",0,"Educational services"
"5479",2013,"11","       12966",0,"Educational services"
"5480",2013,"12","       12954",0,"Educational services"
"5481",2014,"01","       13281",0,"Educational services"
"5482",2014,"02","       13156",0,"Educational services"
"5483",2014,"03","       13172",0,"Educational services"
"5484",2014,"04","       13092",0,"Educational services"
"5485",2014,"05","       12833",0,"Educational services"
"5486",2014,"06","       13202",0,"Educational services"
"5487",2014,"07","       13391",0,"Educational services"
"5488",2014,"08","       13300",0,"Educational services"
"5489",2014,"09","       13323",0,"Educational services"
"5490",2014,"10","       13448",0,"Educational services"
"5491",2014,"11","       13497",0,"Educational services"
"5492",2014,"12","       13384",0,"Educational services"
"5493",2015,"01","       13587",0,"Educational services"
"5494",2015,"02","       13742",0,"Educational services"
"5495",2015,"03","       13692",0,"Educational services"
"5496",2015,"04","       13636",0,"Educational services"
"5497",2015,"05","       13533",0,"Educational services"
"5498",2015,"06","       13594",0,"Educational services"
"5499",2015,"07","       13251",0,"Educational services"
"5500",2015,"08","       13380",0,"Educational services"
"5501",2002,"03","       11614",0,"Educational services"
"5502",2002,"04","       11549",0,"Educational services"
"5503",2002,"05","       11638",0,"Educational services"
"5504",2002,"06","       11511",0,"Educational services"
"5505",2002,"07","       11633",0,"Educational services"
"5506",2002,"08","       11823",0,"Educational services"
"5507",2002,"09","       11947",0,"Educational services"
"5508",2002,"10","       11928",0,"Educational services"
"5509",2002,"11","       12000",0,"Educational services"
"5510",2019,"10","       14336",0,"Educational services"
"5511",2019,"11","       14364",0,"Educational services"
"5512",2019,"12","       14147",0,"Educational services"
"5513",2020,"01","       14312",0,"Educational services"
"5514",2020,"02","       13926",0,"Educational services"
"5515",2020,"03","       13833",0,"Educational services"
"5516",2000,"01","       11216",0,"Educational services"
"5517",2000,"02","       11389",0,"Educational services"
"5518",2000,"03","       11353",0,"Educational services"
"5519",2000,"04","       11283",0,"Educational services"
"5520",2010,"06","       13384",0,"Educational services"
"5521",2010,"07","       13146",0,"Educational services"
"5522",2010,"08","       12875",0,"Educational services"
"5523",2010,"09","       13177",0,"Educational services"
"5524",2010,"10","       12926",0,"Educational services"
"5525",2010,"11","       13044",0,"Educational services"
"5526",2010,"12","       13115",0,"Educational services"
"5527",2011,"01","       12734",0,"Educational services"
"5528",2011,"02","       13037",0,"Educational services"
"5529",2011,"03","       13106",0,"Educational services"
"5530",2011,"04","       13025",0,"Educational services"
"5531",2011,"05","       13039",0,"Educational services"
"5532",2011,"06","       12945",0,"Educational services"
"5533",2011,"07","       12876",0,"Educational services"
"5534",2011,"08","       12806",0,"Educational services"
"5535",2011,"09","       13000",0,"Educational services"
"5536",2011,"10","       13021",0,"Educational services"
"5537",2011,"11","       12958",0,"Educational services"
"5538",2011,"12","       13067",0,"Educational services"
"5539",2012,"01","       12952",0,"Educational services"
"5540",2012,"02","       12939",0,"Educational services"
"5541",2012,"03","       12671",0,"Educational services"
"5542",2012,"04","       12541",0,"Educational services"
"5543",2012,"05","       12959",0,"Educational services"
"5544",2012,"06","       12815",0,"Educational services"
"5545",2012,"07","       12883",0,"Educational services"
"5546",2012,"08","       13149",0,"Educational services"
"5547",2012,"09","       13138",0,"Educational services"
"5548",2012,"10","       13119",0,"Educational services"
"5549",2012,"11","       13071",0,"Educational services"
"5550",2012,"12","       13152",0,"Educational services"
"5551",2013,"01","       13102",0,"Educational services"
"5552",2013,"02","       12896",0,"Educational services"
"5553",2013,"03","       12978",0,"Educational services"
"5554",2013,"04","       12948",0,"Educational services"
"5555",2013,"05","       12927",0,"Educational services"
"5556",2013,"06","       13029",0,"Educational services"
"5557",2013,"07","       12993",0,"Educational services"
"5558",2003,"07","       11906",0,"Educational services"
"5559",2003,"08","       11893",0,"Educational services"
"5560",2003,"09","       11772",0,"Educational services"
"5561",2003,"10","       11800",0,"Educational services"
"5562",2003,"11","       11737",0,"Educational services"
"5563",2003,"12","       11879",0,"Educational services"
"5564",2004,"01","       11875",0,"Educational services"
"5565",2004,"02","       11841",0,"Educational services"
"5566",2004,"03","       12039",0,"Educational services"
"5567",2004,"04","       12116",0,"Educational services"
"5568",2004,"05","       12132",0,"Educational services"
"5569",2004,"06","       12292",0,"Educational services"
"5570",2004,"07","       12171",0,"Educational services"
"5571",2004,"08","       11885",0,"Educational services"
"5572",2004,"09","       11987",0,"Educational services"
"5573",2004,"10","       12021",0,"Educational services"
"5574",2004,"11","       12100",0,"Educational services"
"5575",2004,"12","       12213",0,"Educational services"
"5576",2005,"01","       12173",0,"Educational services"
"5577",2005,"02","       12065",0,"Educational services"
"5578",2005,"03","       12085",0,"Educational services"
"5579",2005,"04","       12225",0,"Educational services"
"5580",2005,"05","       12395",0,"Educational services"
"5581",2005,"06","       12268",0,"Educational services"
"5582",2015,"09","       13553",0,"Educational services"
"5583",2015,"10","       13660",0,"Educational services"
"5584",2015,"11","       13876",0,"Educational services"
"5585",2015,"12","       13747",0,"Educational services"
"5586",2016,"01","       13728",0,"Educational services"
"5587",2016,"02","       13683",0,"Educational services"
"5588",2016,"03","       13551",0,"Educational services"
"5589",2016,"04","       13817",0,"Educational services"
"5590",2016,"05","       13590",0,"Educational services"
"5591",2006,"04","       12274",0,"Educational services"
"5592",2006,"05","       12414",0,"Educational services"
"5593",2006,"06","       12228",0,"Educational services"
"5594",2006,"07","       12583",0,"Educational services"
"5595",2006,"08","       12586",0,"Educational services"
"5596",2006,"09","       12660",0,"Educational services"
"5597",2006,"10","       12780",0,"Educational services"
"5598",2006,"11","       12907",0,"Educational services"
"5599",2006,"12","       12789",0,"Educational services"
"5600",2017,"03","       13475",0,"Educational services"
"5601",2017,"04","       13577",0,"Educational services"
"5602",2017,"05","       14060",0,"Educational services"
"5603",2017,"06","       14077",0,"Educational services"
"5604",2017,"07","       14230",0,"Educational services"
"5605",2017,"08","       13800",0,"Educational services"
"5606",2017,"09","       13870",0,"Educational services"
"5607",2017,"10","       13696",0,"Educational services"
"5608",2017,"11","       13770",0,"Educational services"
"5609",2017,"12","       13667",0,"Educational services"
"5610",2018,"01","       13859",0,"Educational services"
"5611",2018,"02","       14113",0,"Educational services"
"5612",2018,"03","       14151",0,"Educational services"
"5613",2018,"04","       14108",0,"Educational services"
"5614",2018,"05","       13934",0,"Educational services"
"5615",2018,"06","       13697",0,"Educational services"
"5616",2018,"07","       13614",0,"Educational services"
"5617",2018,"08","       13783",0,"Educational services"
"5618",2018,"09","       13701",0,"Educational services"
"5619",2018,"10","       13970",0,"Educational services"
"5620",2018,"11","       13913",0,"Educational services"
"5621",2018,"12","       14098",0,"Educational services"
"5622",2019,"01","       13982",0,"Educational services"
"5623",2019,"02","       14146",0,"Educational services"
"5624",2019,"03","       14385",0,"Educational services"
"5625",2019,"04","       14096",0,"Educational services"
"5626",2019,"05","       14023",0,"Educational services"
"5627",2019,"06","       14232",0,"Educational services"
"5628",2019,"07","       14039",0,"Educational services"
"5629",2019,"08","       14351",0,"Educational services"
"5630",2019,"09","       14231",0,"Educational services"
"5631",2009,"08","       13004",0,"Educational services"
"5632",2009,"09","       12975",0,"Educational services"
"5633",2009,"10","       13234",0,"Educational services"
"5634",2009,"11","       13210",0,"Educational services"
"5635",2009,"12","       13049",0,"Educational services"
"5636",2010,"01","       13310",0,"Educational services"
"5637",2010,"02","       13204",0,"Educational services"
"5638",2010,"03","       13307",0,"Educational services"
"5639",2010,"04","       13363",0,"Educational services"
"5640",2010,"05","       13033",0,"Educational services"
"5641",2007,"01","       12980",0,"Educational services"
"5642",2007,"02","       12929",0,"Educational services"
