"","year","period","industry_text","value_earnings","value_jo","value_hi","value_ts","value_qu","value_dl","turnover","growth"
"1892",2013,"01","Manufacturing",11983,251,247,235,100,108,"low_turnover","low_growth"
"1893",2013,"01","Mining and logging",851,19,30,27,12,13,"low_turnover","low_growth"
"1894",2013,"01","Other services",5458,154,185,177,104,54,"low_turnover","low_growth"
"1895",2013,"01","Professional and business services",18273,776,879,819,353,421,"high_turnover","high_growth"
"1896",2013,"01","Retail trade",14936.3,473,615,630,394,192,"high_turnover","high_growth"
"1897",2013,"01","Total private",113394,3477,4204,4082,2150,1593,"high_turnover","high_growth"
"1898",2013,"01","Trade, transportation, and utilities",25593,751,901,921,537,306,"high_turnover","high_growth"
"1899",2013,"02","Construction",5784,121,378,331,107,216,"medium_turnover","low_growth"
"1900",2013,"02","Education and health services",20958,687,520,524,300,193,"high_turnover","high_growth"
"1901",2013,"02","Financial activities",7850,302,208,195,103,56,"low_turnover","low_growth"
"1902",2013,"02","Government",21881,428,296,291,129,97,"low_turnover","medium_growth"
"1903",2013,"02","Information",2699,103,85,59,33,24,"low_turnover","low_growth"
"1904",2013,"02","Leisure and hospitality",14082,520,792,744,484,244,"high_turnover","medium_growth"
"1905",2013,"02","Manufacturing",11996,276,246,236,108,108,"low_turnover","low_growth"
"1906",2013,"02","Mining and logging",858,25,34,28,13,13,"low_turnover","low_growth"
"1907",2013,"02","Other services",5456,111,193,188,123,50,"low_turnover","low_growth"
"1908",2013,"02","Professional and business services",18367,757,862,772,383,351,"high_turnover","high_growth"
"1909",2013,"02","Retail trade",14951.4,402,668,617,356,200,"high_turnover","high_growth"
"1910",2013,"02","Total private",113660,3553,4275,3966,2152,1559,"high_turnover","high_growth"
"1911",2013,"02","Trade, transportation, and utilities",25610,651,957,889,497,303,"high_turnover","high_growth"
"1912",2013,"03","Construction",5802,121,355,336,93,239,"medium_turnover","low_growth"
"1913",2013,"03","Education and health services",21007,710,547,484,289,154,"medium_turnover","high_growth"
"1914",2013,"03","Financial activities",7857,317,184,169,88,50,"low_turnover","low_growth"
"1915",2013,"03","Government",21870,408,270,296,124,123,"low_turnover","medium_growth"
"1916",2013,"03","Information",2699,96,50,51,31,12,"low_turnover","low_growth"
"1917",2013,"03","Leisure and hospitality",14113,514,805,756,447,283,"high_turnover","medium_growth"
"1918",2013,"03","Manufacturing",11999,260,221,217,97,102,"low_turnover","low_growth"
"1919",2013,"03","Mining and logging",859,14,31,28,17,9,"low_turnover","low_growth"
"1920",2013,"03","Other services",5451,159,218,224,93,122,"low_turnover","low_growth"
"1921",2013,"03","Professional and business services",18421,750,870,811,385,379,"high_turnover","high_growth"
"1922",2013,"03","Retail trade",14949.1,472,562,580,330,207,"high_turnover","high_growth"
"1923",2013,"03","Total private",113810,3672,4100,3918,1994,1657,"high_turnover","high_growth"
"1924",2013,"03","Trade, transportation, and utilities",25602,732,820,843,453,306,"high_turnover","high_growth"
"1925",2013,"04","Construction",5796,133,294,305,90,203,"medium_turnover","low_growth"
"1926",2013,"04","Education and health services",21054,721,571,538,301,175,"high_turnover","high_growth"
"1927",2013,"04","Financial activities",7872,262,188,179,99,45,"low_turnover","low_growth"
"1928",2013,"04","Government",21869,442,290,297,153,87,"low_turnover","medium_growth"
"1929",2013,"04","Information",2696,76,70,73,43,26,"low_turnover","low_growth"
"1930",2013,"04","Leisure and hospitality",14152,478,859,810,449,329,"high_turnover","medium_growth"
"1931",2013,"04","Manufacturing",12000,257,244,248,117,109,"low_turnover","low_growth"
"1932",2013,"04","Mining and logging",857,22,28,28,13,12,"low_turnover","low_growth"
"1933",2013,"04","Other services",5455,122,194,197,83,109,"low_turnover","low_growth"
"1934",2013,"04","Professional and business services",18483,761,928,882,452,386,"high_turnover","high_growth"
"1935",2013,"04","Retail trade",14968.2,534,630,613,362,202,"high_turnover","high_growth"
"1936",2013,"04","Total private",114002,3635,4282,4127,2144,1699,"high_turnover","high_growth"
"1937",2013,"04","Trade, transportation, and utilities",25637,804,905,867,496,305,"high_turnover","high_growth"
"1938",2013,"05","Construction",5829,137,339,296,91,191,"medium_turnover","low_growth"
"1939",2013,"05","Education and health services",21071,689,580,567,293,199,"high_turnover","high_growth"
"1940",2013,"05","Financial activities",7883,311,224,212,113,66,"low_turnover","low_growth"
"1941",2013,"05","Government",21864,418,288,297,134,103,"low_turnover","medium_growth"
"1942",2013,"05","Information",2711,95,81,70,35,29,"low_turnover","low_growth"
"1943",2013,"05","Leisure and hospitality",14193,469,811,754,446,272,"high_turnover","medium_growth"
"1944",2013,"05","Manufacturing",12000,253,275,267,118,121,"low_turnover","low_growth"
"1945",2013,"05","Mining and logging",862,20,30,25,14,10,"low_turnover","low_growth"
"1946",2013,"05","Other services",5470,176,204,191,96,89,"low_turnover","low_growth"
"1947",2013,"05","Professional and business services",18537,788,916,873,441,398,"high_turnover","high_growth"
"1948",2013,"05","Retail trade",15002,558,645,605,321,236,"high_turnover","high_growth"
"1949",2013,"05","Total private",114229,3755,4376,4136,2103,1730,"high_turnover","high_growth"
"1950",2013,"05","Trade, transportation, and utilities",25673,817,917,880,455,356,"high_turnover","high_growth"
"1951",2013,"06","Construction",5855,146,340,330,99,222,"medium_turnover","low_growth"
"1952",2013,"06","Education and health services",21070,682,479,502,294,158,"medium_turnover","high_growth"
"1953",2013,"06","Financial activities",7888,311,187,182,99,52,"low_turnover","low_growth"
"1954",2013,"06","Government",21840,410,244,287,127,95,"low_turnover","medium_growth"
"1955",2013,"06","Information",2707,93,89,88,39,42,"low_turnover","low_growth"
"1956",2013,"06","Leisure and hospitality",14252,489,810,754,429,287,"high_turnover","medium_growth"
"1957",2013,"06","Manufacturing",12004,223,235,236,109,103,"low_turnover","low_growth"
"1958",2013,"06","Mining and logging",865,20,33,29,18,10,"low_turnover","low_growth"
"1959",2013,"06","Other services",5480,155,186,173,73,86,"low_turnover","low_growth"
"1960",2013,"06","Professional and business services",18582,749,956,921,460,415,"high_turnover","high_growth"
"1961",2013,"06","Retail trade",15048.5,634,620,575,331,199,"high_turnover","high_growth"
"1962",2013,"06","Total private",114434,3756,4196,4027,2076,1661,"high_turnover","high_growth"
"1963",2013,"06","Trade, transportation, and utilities",25731,888,882,812,455,287,"high_turnover","high_growth"
"1964",2013,"07","Construction",5859,111,307,303,103,191,"medium_turnover","low_growth"
"1965",2013,"07","Education and health services",21074,657,554,544,316,167,"medium_turnover","high_growth"
"1966",2013,"07","Financial activities",7904,340,219,212,109,68,"low_turnover","low_growth"
"1967",2013,"07","Government",21815,370,270,291,134,97,"low_turnover","medium_growth"
"1968",2013,"07","Information",2720,111,91,84,35,45,"low_turnover","low_growth"
"1969",2013,"07","Leisure and hospitality",14288,503,792,761,452,279,"high_turnover","medium_growth"
"1970",2013,"07","Manufacturing",11984,254,235,265,118,114,"low_turnover","low_growth"
"1971",2013,"07","Mining and logging",862,25,31,34,14,17,"low_turnover","low_growth"
"1972",2013,"07","Other services",5483,153,181,177,94,79,"low_turnover","low_growth"
"1973",2013,"07","Professional and business services",18629,696,968,890,527,325,"high_turnover","high_growth"
"1974",2013,"07","Retail trade",15089.7,488,634,594,349,195,"high_turnover","high_growth"
"1975",2013,"07","Total private",114571,3576,4291,4168,2233,1634,"high_turnover","high_growth"
"1976",2013,"07","Trade, transportation, and utilities",25768,727,913,898,467,348,"high_turnover","high_growth"
"1977",2013,"08","Construction",5878,129,303,282,93,170,"low_turnover","low_growth"
"1978",2013,"08","Education and health services",21143,755,588,532,299,181,"high_turnover","high_growth"
"1979",2013,"08","Financial activities",7903,247,203,213,125,63,"low_turnover","low_growth"
"1980",2013,"08","Government",21831,393,299,273,127,88,"low_turnover","medium_growth"
"1981",2013,"08","Information",2690,75,83,117,53,58,"low_turnover","low_growth"
"1982",2013,"08","Leisure and hospitality",14327,523,772,732,424,281,"high_turnover","medium_growth"
"1983",2013,"08","Manufacturing",12014,286,266,235,105,109,"low_turnover","low_growth"
"1984",2013,"08","Mining and logging",864,21,27,24,11,10,"low_turnover","low_growth"
"1985",2013,"08","Other services",5494,103,185,185,101,65,"low_turnover","low_growth"
"1986",2013,"08","Professional and business services",18655,809,1011,997,458,480,"high_turnover","high_growth"
"1987",2013,"08","Retail trade",15129.5,484,700,666,414,192,"high_turnover","high_growth"
"1988",2013,"08","Total private",114797,3718,4430,4249,2205,1725,"high_turnover","high_growth"
"1989",2013,"08","Trade, transportation, and utilities",25829,769,991,933,537,309,"high_turnover","high_growth"
"1990",2013,"09","Construction",5910,121,319,286,92,179,"medium_turnover","low_growth"
"1991",2013,"09","Education and health services",21133,669,555,537,310,179,"high_turnover","high_growth"
"1992",2013,"09","Financial activities",7904,245,225,219,106,91,"low_turnover","low_growth"
"1993",2013,"09","Government",21835,394,293,285,123,111,"low_turnover","medium_growth"
"1994",2013,"09","Information",2707,97,94,84,33,44,"low_turnover","low_growth"
"1995",2013,"09","Leisure and hospitality",14339,550,826,826,444,354,"high_turnover","high_growth"
"1996",2013,"09","Manufacturing",12032,270,261,234,114,99,"low_turnover","low_growth"
"1997",2013,"09","Mining and logging",868,19,30,28,12,14,"low_turnover","low_growth"
"1998",2013,"09","Other services",5502,175,178,177,103,64,"low_turnover","low_growth"
"1999",2013,"09","Professional and business services",18683,751,963,928,433,454,"high_turnover","high_growth"
"2000",2013,"09","Retail trade",15162.7,530,679,654,405,198,"high_turnover","high_growth"
"2001",2013,"09","Total private",114980,3711,4433,4236,2184,1781,"high_turnover","high_growth"
"2002",2013,"09","Trade, transportation, and utilities",25902,815,981,917,535,306,"high_turnover","high_growth"
"2003",2013,"10","Construction",5931,141,372,340,92,242,"medium_turnover","low_growth"
"2004",2013,"10","Education and health services",21158,684,516,503,322,152,"medium_turnover","high_growth"
"2005",2013,"10","Financial activities",7910,264,193,184,89,61,"low_turnover","low_growth"
"2006",2013,"10","Government",21830,395,281,294,130,108,"low_turnover","medium_growth"
"2007",2013,"10","Information",2719,138,82,67,20,43,"low_turnover","low_growth"
"2008",2013,"10","Leisure and hospitality",14395,540,803,757,522,211,"high_turnover","high_growth"
"2009",2013,"10","Manufacturing",12056,302,231,207,106,85,"low_turnover","low_growth"
"2010",2013,"10","Mining and logging",870,22,31,30,12,16,"low_turnover","low_growth"
"2011",2013,"10","Other services",5509,169,177,172,101,60,"low_turnover","low_growth"
"2012",2013,"10","Professional and business services",18732,819,863,849,454,361,"high_turnover","high_growth"
"2013",2013,"10","Retail trade",15196.3,530,691,663,389,223,"high_turnover","high_growth"
"2014",2013,"10","Total private",115210,3873,4237,4060,2244,1573,"high_turnover","high_growth"
"2015",2013,"10","Trade, transportation, and utilities",25930,793,969,952,525,343,"high_turnover","high_growth"
"2016",2013,"11","Construction",5963,117,311,281,80,194,"medium_turnover","low_growth"
"2017",2013,"11","Education and health services",21194,657,538,493,299,164,"medium_turnover","high_growth"
"2018",2013,"11","Financial activities",7910,205,185,178,85,60,"low_turnover","low_growth"
"2019",2013,"11","Government",21843,386,296,283,127,91,"low_turnover","medium_growth"
"2020",2013,"11","Information",2724,119,78,64,37,23,"low_turnover","low_growth"
"2021",2013,"11","Leisure and hospitality",14432,543,789,748,483,235,"high_turnover","high_growth"
"2022",2013,"11","Manufacturing",12079,272,259,230,121,91,"low_turnover","low_growth"
"2023",2013,"11","Mining and logging",869,18,25,25,12,11,"low_turnover","low_growth"
"2024",2013,"11","Other services",5513,147,178,167,106,57,"low_turnover","low_growth"
"2025",2013,"11","Professional and business services",18801,745,949,905,487,375,"high_turnover","high_growth"
"2026",2013,"11","Retail trade",15212.3,508,713,693,406,223,"high_turnover","high_growth"
"2027",2013,"11","Total private",115461,3616,4326,4049,2257,1538,"high_turnover","high_growth"
"2028",2013,"11","Trade, transportation, and utilities",25976,793,1014,958,548,328,"high_turnover","high_growth"
"2029",2013,"12","Construction",5932,86,270,290,78,204,"medium_turnover","low_growth"
"2030",2013,"12","Education and health services",21196,613,551,538,322,170,"medium_turnover","high_growth"
"2031",2013,"12","Financial activities",7914,234,176,168,71,63,"low_turnover","low_growth"
"2032",2013,"12","Government",21820,334,280,299,138,96,"low_turnover","medium_growth"
"2033",2013,"12","Information",2726,101,84,80,32,43,"low_turnover","low_growth"
"2034",2013,"12","Leisure and hospitality",14454,585,800,757,456,277,"high_turnover","high_growth"
"2035",2013,"12","Manufacturing",12083,265,248,235,114,99,"low_turnover","low_growth"
"2036",2013,"12","Mining and logging",866,23,31,33,18,13,"low_turnover","low_growth"
"2037",2013,"12","Other services",5525,182,206,188,102,77,"low_turnover","low_growth"
"2038",2013,"12","Professional and business services",18790,774,960,905,469,387,"high_turnover","high_growth"
"2039",2013,"12","Retail trade",15287.7,525,750,648,356,238,"high_turnover","high_growth"
"2040",2013,"12","Total private",115553,3662,4333,4087,2143,1679,"high_turnover","high_growth"
"2041",2013,"12","Trade, transportation, and utilities",26067,799,1008,894,481,344,"high_turnover","high_growth"
"2042",2014,"01","Construction",5985,152,285,247,96,144,"low_turnover","low_growth"
"2043",2014,"01","Education and health services",21228,709,563,540,303,194,"high_turnover","high_growth"
